flashcard_id,student_id,subject,topic,question,answer,is_known
cb19a296-cced-4982-9af3-4044b5eed0d6,S0865,Computer Science,Algorithms,Why is Algorithms important?,An example of Algorithms: ...,False
cde03c8d-6757-4643-b479-dd9167fd1f09,S0865,Math,Probability,Give an example of Probability.,Probability is defined as ...,False
a46df09c-0458-4f6c-81da-3f94301a9ff2,S0865,Science,Biology,Explain Biology in brief.,Biology is important because ...,False
6a946940-ec7d-4f98-8479-27774a71b482,S0865,Social Science,Civics,What is the key concept of Civics?,Civics is important because ...,True
5fb31e57-e24c-4e67-aaeb-1d2d74426672,S0995,Computer Science,Networking,Give an example of Networking.,The key concept of Networking is ...,False
928f7f3d-8ce1-43a6-a1bf-2414d1402607,S0995,History,World Wars,Give an example of World Wars.,The key concept of World Wars is ...,True
65982af5-2bc8-44e5-93a9-cff586c1f9d1,S0995,Computer Science,Algorithms,Explain Algorithms in brief.,Algorithms is defined as ...,False
6e5adf94-95f3-4e3d-9783-73771c485ce2,S0995,History,Modern,Give an example of Modern.,Modern can be explained as ...,False
8d8e9900-aa82-4652-b90a-7d78afc0b8d6,S0995,Economics,Trade,What is the key concept of Trade?,Trade can be explained as ...,True
aeee47f2-3467-4623-8dc6-9980158ebbee,S0995,History,Medieval,Why is Medieval important?,The key concept of Medieval is ...,False
9745bcc8-0c6f-4ae1-be6c-ab70f4e09e91,S0995,English,Comprehension,Define Comprehension.,The key concept of Comprehension is ...,True
58b075bf-f6e4-44dd-a78a-30f00a5673fa,S0995,History,Ancient,Why is Ancient important?,Ancient can be explained as ...,True
2371031d-b6d2-464e-b0af-f45dd5f9bcb4,S0735,Social Science,Economics,Explain Economics in brief.,Economics is defined as ...,True
736d46e3-9b15-4086-bd51-e772447a28f2,S0735,Computer Science,Programming,Explain Programming in brief.,The key concept of Programming is ...,True
5fa9e449-428c-46e0-923c-6d4c74341529,S0735,Computer Science,Networking,Give an example of Networking.,An example of Networking: ...,False
14a03807-c765-4fde-9c06-748cd96906ba,S0735,Science,Chemistry,Give an example of Chemistry.,An example of Chemistry: ...,False
28c9dd11-0ca6-4c7a-a7e6-42b1cb5b8236,S0735,History,Modern,Explain Modern in brief.,Modern is defined as ...,True
0be94cc9-b3f6-4d6b-a999-f7daf04e1076,S0735,Economics,Micro,Explain Micro in brief.,Micro is important because ...,False
d81ed4e1-d5e4-4818-a35d-20ef9d13e4ff,S0735,Computer Science,Programming,What is the key concept of Programming?,The key concept of Programming is ...,True
d0ed4e14-1aa8-4714-8ec6-81c0ec69dc65,S0735,Economics,Macro,Give an example of Macro.,The key concept of Macro is ...,True
788b4393-3d4f-4d9f-a645-05b72384b18a,S0302,Computer Science,AI,Define AI.,AI can be explained as ...,False
ffa865f7-085c-4993-8584-88636fe44123,S0302,English,Grammar,Explain Grammar in brief.,Grammar is important because ...,False
17bc4235-30da-46eb-baba-dcaf1369f03b,S0302,Economics,Development,Explain Development in brief.,Development is defined as ...,False
dc73a251-9ca0-4698-9117-3019e5e675a2,S0302,English,Literature,Give an example of Literature.,Literature is important because ...,True
5519c1e6-eb89-4fd1-b647-390f88bd25a5,S0302,History,Revolutions,Give an example of Revolutions.,Revolutions is important because ...,False
a256f4b3-f5eb-4d55-90ed-8d5ae9b71b13,S0302,History,World Wars,Give an example of World Wars.,World Wars is important because ...,True
0d5dce56-227b-421a-85bb-f72be2e33683,S0302,Math,Algebra,Why is Algebra important?,Algebra can be explained as ...,True
7e66ba29-08d8-49eb-8f2b-42428d89fa93,S0302,History,Medieval,Why is Medieval important?,The key concept of Medieval is ...,False
802c5a75-f356-432b-9f7c-bb8405c6a605,S0604,Math,Geometry,Give an example of Geometry.,Geometry can be explained as ...,False
a83a49b4-f59d-4119-984a-0bced0c04ab8,S0604,Science,Physics,Explain Physics in brief.,The key concept of Physics is ...,True
274f887d-ea5b-45c1-9b41-10aaeb22d0f3,S0604,Science,Genetics,What is the key concept of Genetics?,Genetics is defined as ...,True
7688de16-9ee2-495d-b6eb-57968e07e95a,S0604,Economics,Development,Give an example of Development.,Development is defined as ...,True
4e0cd18d-e6e4-4a17-87db-e121d6534120,S0604,Science,Chemistry,Explain Chemistry in brief.,The key concept of Chemistry is ...,False
4215ca34-3f69-4e3e-bec5-df0962d1a2ab,S0604,Science,Biology,Why is Biology important?,An example of Biology: ...,False
ef75fc63-b64a-40a1-a18b-13f4ce01fe36,S0604,Math,Algebra,Define Algebra.,An example of Algebra: ...,False
f4bf3bd7-b291-45e1-9a53-00092b557145,S0604,Math,Trigonometry,Explain Trigonometry in brief.,An example of Trigonometry: ...,True
73858aa1-4699-4f24-b6ac-dcb0d9342561,S0596,Computer Science,AI,Explain AI in brief.,AI is important because ...,False
43eba7c5-20e9-40ca-add6-a407166f5d35,S0596,Math,Geometry,Give an example of Geometry.,Geometry can be explained as ...,False
b1ed8ef7-145e-4e47-987f-fd905e7d40b4,S0596,Social Science,Economics,Why is Economics important?,The key concept of Economics is ...,False
5fe914db-c47f-457a-8470-fbdd02ab8fcf,S0596,History,World Wars,What is the key concept of World Wars?,World Wars can be explained as ...,True
7f6cf5b5-ecf6-4cb1-a926-28fa4b57a0b4,S0596,Computer Science,Algorithms,Why is Algorithms important?,An example of Algorithms: ...,False
7aedabce-2ad4-4afd-a413-d6bbcb786c57,S0596,Economics,Development,Why is Development important?,Development can be explained as ...,False
758873cb-e230-4a90-a0a1-68d8a6bbb70b,S0596,Science,Ecology,Define Ecology.,An example of Ecology: ...,True
e897d276-f333-4204-bf9e-924c56838c21,S0596,Math,Trigonometry,Define Trigonometry.,Trigonometry can be explained as ...,True
f4f300f9-1b42-44af-be64-e4a8c70eeb2d,S0211,Math,Algebra,Why is Algebra important?,An example of Algebra: ...,False
82d26cb6-9e7d-4730-b928-9b5903c97019,S0211,Math,Trigonometry,Define Trigonometry.,Trigonometry is important because ...,False
58d26771-6ab5-42f0-98d8-ab46f08260cc,S0211,Economics,Development,What is the key concept of Development?,Development is important because ...,False
5b04c907-9cbd-4cf1-8d03-e1f562b506fb,S0211,Economics,Finance,Why is Finance important?,An example of Finance: ...,False
505d13a7-80f2-4c7c-9795-721ccca1652e,S0211,Economics,Development,Define Development.,An example of Development: ...,True
ec59cb10-cdf6-4abd-8681-bdba70e5c8a1,S0211,History,Revolutions,Define Revolutions.,Revolutions is defined as ...,True
03a71866-2fce-4ee4-a962-ea8de6f29f18,S0211,English,Grammar,What is the key concept of Grammar?,Grammar is defined as ...,True
12a8bd80-fb71-422c-afe4-1978ffd42ccf,S0211,Social Science,Geography,Define Geography.,Geography can be explained as ...,True
c44e3bd6-b825-4c96-aed9-16faaad816ba,S0167,Math,Trigonometry,Explain Trigonometry in brief.,Trigonometry is important because ...,True
a707bd46-df0a-4dc5-9cfc-78547e36a28e,S0167,Computer Science,Databases,What is the key concept of Databases?,An example of Databases: ...,True
76d4dc0c-e95d-4128-a0ac-6d85c24490fb,S0167,Computer Science,AI,Why is AI important?,AI is defined as ...,False
050a8678-0862-4764-8f7a-a9939241d7e3,S0167,History,Medieval,Define Medieval.,Medieval can be explained as ...,True
33537f33-79b5-49db-86c9-eea8b4b13d2f,S0167,Math,Trigonometry,Explain Trigonometry in brief.,Trigonometry is defined as ...,False
cf02901b-c687-4bc6-b59b-54a48b0fe27e,S0167,Math,Probability,Define Probability.,The key concept of Probability is ...,True
6c3d0c7f-aa04-4d1a-8540-ac7fdfaddc81,S0167,Economics,Finance,Give an example of Finance.,An example of Finance: ...,True
cb9e100a-f130-4261-9c4b-029e7c02cca9,S0167,Social Science,Economics,Define Economics.,The key concept of Economics is ...,True
c86f253b-3b34-41a8-ac42-28fe64cf19e6,S0569,Computer Science,Programming,What is the key concept of Programming?,Programming is defined as ...,True
238b93bd-2aee-4d28-ae1b-662c1707fc0c,S0569,Science,Genetics,Give an example of Genetics.,An example of Genetics: ...,False
9f4d833b-9280-435e-a1a8-ec824018c261,S0569,Economics,Macro,Why is Macro important?,Macro is defined as ...,False
ca505de1-dabd-4d9b-ad08-853033e64035,S0569,Science,Physics,Give an example of Physics.,An example of Physics: ...,True
eb0a4dca-a416-409d-8d72-1c3bd836383f,S0569,History,Ancient,Define Ancient.,Ancient is defined as ...,False
1f54597c-c0c7-4b7a-b094-0f4f4dc43ce4,S0569,English,Poetry,Define Poetry.,Poetry can be explained as ...,False
f3fef9d0-bad2-4329-98c3-9a293b9ab35f,S0569,Math,Algebra,Define Algebra.,The key concept of Algebra is ...,True
31fcbf99-96b3-4fc4-bcc3-4605c293680b,S0569,Math,Geometry,Define Geometry.,An example of Geometry: ...,False
c5fc1f66-8ea9-4ae7-b120-c9782b3ac3e8,S0633,Social Science,Civics,Give an example of Civics.,Civics is defined as ...,False
f58d9045-6d4f-4315-a7ca-ebccbaeefd90,S0633,History,World Wars,Explain World Wars in brief.,World Wars is defined as ...,True
e840d0f4-74bb-4320-af70-1b15b71ca0cf,S0633,English,Writing Skills,Why is Writing Skills important?,The key concept of Writing Skills is ...,False
230ebcae-4187-48d8-b097-0c087510d512,S0633,History,Medieval,Give an example of Medieval.,Medieval can be explained as ...,True
772838d9-bf01-4c48-8f29-e0a3cad83f06,S0633,English,Literature,Give an example of Literature.,An example of Literature: ...,False
fea7e8e2-03cf-47af-ac92-f788ec5d5511,S0633,Economics,Finance,Explain Finance in brief.,Finance is defined as ...,True
bf59dfc6-9650-4edf-8324-ccaf0c13509b,S0633,Science,Physics,What is the key concept of Physics?,Physics is defined as ...,True
01aa93b8-b604-40bd-80fa-a90138402956,S0633,History,Medieval,Explain Medieval in brief.,The key concept of Medieval is ...,True
a5fd75ec-775a-476f-99b9-10e8e29f6df0,S0768,English,Writing Skills,Give an example of Writing Skills.,The key concept of Writing Skills is ...,False
3170ae0f-33f7-45a3-91b5-a654141fd782,S0768,Social Science,History,Give an example of History.,History can be explained as ...,False
7df7eb66-ba17-4028-9866-a2f8e13fd0b2,S0768,Math,Trigonometry,Why is Trigonometry important?,The key concept of Trigonometry is ...,False
f8093fa6-5ec3-48cf-9dfe-4304a484ea71,S0768,Social Science,Geography,Explain Geography in brief.,Geography is defined as ...,False
31d6bfa1-bef4-4fa3-9702-83de4b4f530f,S0768,English,Grammar,Define Grammar.,The key concept of Grammar is ...,False
49260c95-740a-4ea6-b385-52060113a709,S0768,Social Science,History,Why is History important?,History can be explained as ...,False
880623fa-8a1b-4ac8-b8b9-2a5b74cfc988,S0768,Computer Science,Databases,Give an example of Databases.,An example of Databases: ...,True
eeadd099-95f8-4eed-b84d-7da120716142,S0768,Computer Science,Databases,Explain Databases in brief.,An example of Databases: ...,True
abab7022-5249-4345-a618-80449a8723e3,S0181,Science,Physics,Explain Physics in brief.,The key concept of Physics is ...,True
f31c8835-c8db-4b2d-a912-1f3a136d3b37,S0181,Computer Science,AI,Define AI.,An example of AI: ...,True
69c2d749-986b-4323-bef5-8690ac9f6c93,S0181,English,Grammar,What is the key concept of Grammar?,Grammar can be explained as ...,True
ee5a1e98-ae09-439f-a185-11daf968247f,S0181,Economics,Finance,What is the key concept of Finance?,The key concept of Finance is ...,False
e7470ba5-14ca-4317-8c55-901c1ef46f6a,S0181,Computer Science,Algorithms,What is the key concept of Algorithms?,An example of Algorithms: ...,False
dd5a137f-284b-4512-b4d7-54cbe1b7b17b,S0181,Science,Physics,Define Physics.,Physics is important because ...,False
1383af8b-05e4-48d8-8560-d8c9b4e48683,S0181,Economics,Macro,What is the key concept of Macro?,Macro can be explained as ...,True
0499ebd0-0360-466c-aa32-191004514329,S0181,Economics,Trade,Explain Trade in brief.,Trade is important because ...,True
59950afe-4629-48fc-9fab-8481dd8dc620,S0435,History,World Wars,Define World Wars.,An example of World Wars: ...,True
444dd6c0-50ee-44e5-8b67-ff76d47ab553,S0435,Economics,Finance,Explain Finance in brief.,Finance can be explained as ...,True
8f7bed32-e6c8-4a56-aac5-a71cf0d4fe86,S0435,Computer Science,Databases,Why is Databases important?,Databases is defined as ...,False
749434e1-a661-4d18-aa67-34949b0a9835,S0435,Science,Biology,Explain Biology in brief.,Biology is defined as ...,False
701a283f-8499-42a5-8d81-8c0ddc334e0f,S0435,Math,Probability,Define Probability.,An example of Probability: ...,False
d0f96b55-a27a-4798-a81e-1a5cc31497f4,S0435,English,Poetry,Define Poetry.,Poetry can be explained as ...,False
35a2c843-5acd-41f7-b2cc-f8b36d7c83ba,S0435,Math,Trigonometry,Why is Trigonometry important?,The key concept of Trigonometry is ...,True
c38b59e8-6bf3-4840-b748-57744b75729f,S0435,English,Poetry,Explain Poetry in brief.,Poetry can be explained as ...,True
13c59105-1650-4845-999a-daf07a72de1f,S0166,Math,Algebra,Define Algebra.,Algebra is important because ...,False
2062722f-44a9-447c-b772-a7abdb428580,S0166,History,Revolutions,Explain Revolutions in brief.,The key concept of Revolutions is ...,True
979092e8-61fb-4724-871a-4dd6bb5befc2,S0166,Computer Science,Networking,Why is Networking important?,Networking is defined as ...,False
af7b8fba-d8e7-440e-9f48-dd0405c31071,S0166,Math,Probability,Define Probability.,Probability is important because ...,False
224b0901-fb83-4920-8f43-9477d8618b32,S0166,Social Science,Civics,Give an example of Civics.,An example of Civics: ...,False
71dffa38-aa85-4c22-bed4-753a459906b8,S0166,History,Ancient,Give an example of Ancient.,Ancient is important because ...,True
387799ea-e29b-49d7-b38a-1de0e6718afb,S0166,Math,Calculus,Explain Calculus in brief.,Calculus can be explained as ...,True
f12616a2-2289-4bdb-96af-dab475d7b66d,S0166,Science,Chemistry,What is the key concept of Chemistry?,Chemistry is defined as ...,True
703f385c-ea78-4557-a7e1-f81a06e6eb70,S0304,Math,Geometry,Define Geometry.,Geometry is defined as ...,True
aeff0c72-5151-4dee-af21-7a941431cee4,S0304,Economics,Development,Why is Development important?,The key concept of Development is ...,True
3eb124a3-4682-4a17-bfb7-02813f1fa3cb,S0304,Math,Algebra,Explain Algebra in brief.,An example of Algebra: ...,True
3811b7dd-8d2e-41d3-9b69-372b552722e5,S0304,Social Science,Geography,Explain Geography in brief.,Geography is defined as ...,True
4d966c20-5634-4ad6-abb9-fc62120bb42b,S0304,English,Poetry,What is the key concept of Poetry?,Poetry is important because ...,False
f5995cfb-0b04-4553-8bbe-7700795f7c75,S0304,Science,Physics,Explain Physics in brief.,Physics is defined as ...,False
9e5226ef-968e-4c7e-9aa4-494b105f0fed,S0304,Math,Calculus,Give an example of Calculus.,Calculus can be explained as ...,False
b3be6093-2b60-4b81-ad04-cba7db5d02bd,S0304,Social Science,History,Why is History important?,An example of History: ...,True
0a9a84a6-9877-4f90-853f-7173fccbc01e,S0447,Computer Science,AI,Define AI.,AI can be explained as ...,False
20440ec0-0af3-4e99-beb2-cb76775e330a,S0447,Math,Algebra,What is the key concept of Algebra?,An example of Algebra: ...,True
814553d9-cd46-48bf-a77e-57fc8d1ca9f3,S0447,English,Grammar,Give an example of Grammar.,Grammar is important because ...,True
b29fb00d-646a-4347-81e2-6dd30aab267f,S0447,Social Science,Economics,Why is Economics important?,Economics is defined as ...,False
c92d8633-e71b-4e6b-8e6e-b75c6e269dda,S0447,Math,Algebra,What is the key concept of Algebra?,Algebra is defined as ...,False
c3697989-a802-41ab-a4c8-401f2d143f8d,S0447,Social Science,Geography,Why is Geography important?,The key concept of Geography is ...,True
2edd63dd-b5aa-4a21-ab9b-ec5083124420,S0447,Economics,Macro,Give an example of Macro.,The key concept of Macro is ...,False
42e5ad25-a332-4cc2-b1da-be12e0a71bcf,S0447,Economics,Micro,Give an example of Micro.,Micro is important because ...,True
2bab7f1b-28bb-4f76-a3c7-e9cbfc21de11,S0014,Social Science,Geography,Explain Geography in brief.,Geography is important because ...,False
e7c7ab5e-a66c-49aa-9a6c-85094dd67f57,S0014,History,World Wars,What is the key concept of World Wars?,World Wars is defined as ...,True
695d2d84-5c1e-437e-950a-91ba1a82ceaf,S0014,Math,Algebra,Why is Algebra important?,Algebra is defined as ...,True
e26a148d-6e01-4788-849c-2b74e3daa570,S0014,Math,Algebra,Why is Algebra important?,Algebra can be explained as ...,True
34d0e69a-d90e-4f1b-92b6-af1312ea19ef,S0014,English,Poetry,Why is Poetry important?,An example of Poetry: ...,False
2e455088-95e8-4c86-8ff2-37e4d2d869e9,S0014,Science,Ecology,Why is Ecology important?,Ecology can be explained as ...,True
6268cdf9-1919-4cf7-b084-71a9977be238,S0014,Computer Science,Networking,Explain Networking in brief.,An example of Networking: ...,True
407b3873-b8ae-4532-bbad-72d8ca9eb002,S0014,History,Revolutions,What is the key concept of Revolutions?,The key concept of Revolutions is ...,True
64dffea1-024b-4d7f-aef8-ded1ef7e7a94,S0067,Economics,Micro,What is the key concept of Micro?,Micro is important because ...,True
2720b3f6-cd49-476e-9fc3-ab326757b365,S0067,Science,Chemistry,Define Chemistry.,Chemistry is defined as ...,False
7a4e9ad9-5ef3-4a1e-b48f-210a9841baa8,S0067,Social Science,Sociology,Define Sociology.,Sociology is important because ...,False
c7032dbb-1004-4d1c-88ab-7baeb3a0b10f,S0067,Social Science,Economics,Why is Economics important?,Economics is important because ...,False
00d07352-33f8-4fcc-a703-1ebbd4b0ccd5,S0067,History,Revolutions,Explain Revolutions in brief.,The key concept of Revolutions is ...,False
45b58070-2792-48f2-bedd-ac2659a9b263,S0067,Math,Geometry,Explain Geometry in brief.,Geometry is defined as ...,False
de5cc5fa-02c7-4fbd-a897-3b4a6fdf5a4a,S0067,English,Comprehension,Why is Comprehension important?,Comprehension is important because ...,False
6fd14ea4-94a9-41ab-8658-5db86ff80a93,S0067,Computer Science,Databases,Why is Databases important?,An example of Databases: ...,True
49fd4b41-8cff-42bc-b839-7630722a925e,S0668,Social Science,Economics,Explain Economics in brief.,The key concept of Economics is ...,True
266192cf-7214-4677-844f-0f716895150e,S0668,Math,Algebra,What is the key concept of Algebra?,Algebra can be explained as ...,False
f38f2547-bc02-4d7a-9135-af1a1f7f3f33,S0668,Science,Genetics,Why is Genetics important?,The key concept of Genetics is ...,True
b5561a03-a8f7-485b-95de-05b4b927fdb1,S0668,History,World Wars,Give an example of World Wars.,World Wars is defined as ...,True
9d27991f-7d69-459b-b3eb-7d829c23cd17,S0668,Science,Genetics,Why is Genetics important?,Genetics is important because ...,True
574be923-c5f2-4cee-b072-7d7b67396e7d,S0668,Computer Science,Programming,Give an example of Programming.,The key concept of Programming is ...,True
f1b12372-d006-40cf-a7ff-0ebc9d5199bb,S0668,Science,Biology,What is the key concept of Biology?,Biology can be explained as ...,False
81ca9887-3552-4a44-aa06-dbb257702281,S0668,History,World Wars,Define World Wars.,World Wars is defined as ...,False
22e24b26-70ea-4da6-872a-102a485d021e,S0645,Economics,Finance,Explain Finance in brief.,Finance can be explained as ...,False
9f30479e-29fe-4b4c-a74a-19a6037fdd29,S0645,Math,Calculus,Define Calculus.,The key concept of Calculus is ...,True
fa673ae5-fc4c-463f-b5de-8664ca6dead3,S0645,Social Science,Geography,Give an example of Geography.,Geography can be explained as ...,False
cac21c13-cd60-45e1-90af-dfe2def39d0e,S0645,Computer Science,AI,What is the key concept of AI?,An example of AI: ...,True
1b3b82e3-41aa-4606-ad1c-a4aed4484395,S0645,Economics,Finance,Define Finance.,An example of Finance: ...,True
a160430e-ff00-4dc4-a62d-56bfab589981,S0645,Science,Genetics,What is the key concept of Genetics?,The key concept of Genetics is ...,True
57eec0c5-9698-48d7-be25-a92c473616ca,S0645,Science,Ecology,Give an example of Ecology.,The key concept of Ecology is ...,True
0cd08816-ba77-4e13-92fe-901c68f7f110,S0645,Economics,Trade,What is the key concept of Trade?,Trade can be explained as ...,False
fb83bade-dbe8-42ed-a3c4-fe63af571ec9,S0142,Social Science,Geography,What is the key concept of Geography?,Geography is important because ...,False
bc3f16b7-9136-44ee-afdc-1d72733388e0,S0142,Science,Physics,Define Physics.,The key concept of Physics is ...,False
56493d8b-0d75-4d8e-9fc9-1503dfd30697,S0142,Economics,Macro,Give an example of Macro.,Macro is important because ...,True
622a42ba-1999-4406-8851-4235fd1e1fa2,S0142,Math,Trigonometry,Why is Trigonometry important?,The key concept of Trigonometry is ...,False
941972a4-97e9-4e2c-868c-9e6c1a925c3a,S0142,History,Ancient,Why is Ancient important?,An example of Ancient: ...,False
1434727b-b827-42da-b715-e12c306c4614,S0142,English,Comprehension,Explain Comprehension in brief.,The key concept of Comprehension is ...,True
24ad0406-f0a2-47a6-9e0a-e264192eb1cf,S0142,Computer Science,Databases,Give an example of Databases.,Databases is important because ...,True
aa67343d-9dde-4e98-8c0e-bdd31b3e26b0,S0142,Economics,Trade,Give an example of Trade.,Trade is important because ...,True
ac008572-94f2-4175-b2c3-0409c5338150,S0952,Economics,Trade,Why is Trade important?,An example of Trade: ...,True
a960ac85-ea94-4de2-87c7-9565a7bd8c0a,S0952,Social Science,Sociology,Define Sociology.,An example of Sociology: ...,False
48fddb46-d9a9-419e-871d-2d0c7ca53b3e,S0952,Social Science,Economics,Define Economics.,Economics is defined as ...,False
50bf8ca1-8ab7-4fe1-abcb-94e64cec98bb,S0952,Social Science,Geography,What is the key concept of Geography?,An example of Geography: ...,False
d63aa453-ebe9-4b5f-a14c-cad3e69bf70a,S0952,Math,Trigonometry,Why is Trigonometry important?,An example of Trigonometry: ...,True
07e2d6a6-fa28-4849-9c0b-946e21de1de6,S0952,Economics,Micro,Define Micro.,Micro is important because ...,True
5126c054-2560-4159-a45a-17e354864406,S0952,Computer Science,Programming,What is the key concept of Programming?,Programming can be explained as ...,False
8ff3943b-b106-4ac6-b52a-eae5ec2775a2,S0952,English,Writing Skills,Give an example of Writing Skills.,The key concept of Writing Skills is ...,False
1425c3ba-20c6-4b9f-9958-9ddbd87161bb,S0224,English,Grammar,Give an example of Grammar.,Grammar can be explained as ...,False
13b23d02-0afa-413a-9304-3e6ba32a0f0a,S0224,Science,Biology,Give an example of Biology.,Biology can be explained as ...,True
0aa6c2b7-8cbc-4a1c-8b80-8c18ae3d0bf0,S0224,Computer Science,Algorithms,Why is Algorithms important?,The key concept of Algorithms is ...,False
1e8f20b0-14aa-4152-896d-f7dbda351426,S0224,Science,Chemistry,What is the key concept of Chemistry?,Chemistry can be explained as ...,True
3e3e7c85-3e6b-4bd7-be65-9ddddd5cef5d,S0224,History,Ancient,Explain Ancient in brief.,Ancient is important because ...,False
fa0cbcbd-9e72-4722-8972-51942c473c2e,S0224,Economics,Micro,Define Micro.,An example of Micro: ...,True
31f53768-d119-4b7e-92b3-f1bcda29f147,S0224,Computer Science,Algorithms,Why is Algorithms important?,Algorithms can be explained as ...,False
ad0b6a35-ab6f-4253-a3fc-46933031b8fc,S0224,Science,Physics,Define Physics.,The key concept of Physics is ...,False
d136148f-df38-4425-8236-c7d6d07d5b31,S0855,Social Science,Economics,What is the key concept of Economics?,The key concept of Economics is ...,False
3a16f640-08fd-4e1a-b167-4631c92c6246,S0855,Social Science,History,What is the key concept of History?,History is important because ...,False
20b61fca-6d80-4dcf-b440-4dc518f6f19f,S0855,Computer Science,Databases,Give an example of Databases.,Databases is important because ...,True
d5ded122-b48a-4b7a-a778-e0fb65d407d4,S0855,History,World Wars,What is the key concept of World Wars?,World Wars can be explained as ...,False
30da0baa-efff-46e3-895a-0e9db39f2f72,S0855,Computer Science,Databases,Why is Databases important?,Databases can be explained as ...,False
6bc42ae5-531a-4198-9b50-4e1755b97ad5,S0855,Economics,Finance,What is the key concept of Finance?,Finance can be explained as ...,False
6f983c9b-bdf2-47c0-9779-91aa732b55d3,S0855,English,Literature,Why is Literature important?,An example of Literature: ...,True
e215f02c-b724-4cd6-8b9a-1cde16cfd7bc,S0855,Computer Science,Programming,Explain Programming in brief.,Programming is defined as ...,True
8b35f918-12bf-4ebf-99e3-9441a0280eff,S0318,Math,Algebra,Why is Algebra important?,Algebra is important because ...,False
2ee0a1f4-e716-4c29-8473-664f71af4b9f,S0318,Computer Science,AI,What is the key concept of AI?,AI is important because ...,False
f2c4973f-b208-4c33-95f1-d5ccfdbe478a,S0318,Social Science,History,Why is History important?,History is important because ...,False
fe639aea-43ff-49f3-a81d-8ccc0c78f072,S0318,Social Science,Civics,Why is Civics important?,Civics is defined as ...,False
d14ad5c5-3c2c-4c38-bf3b-8dc89f885b18,S0318,Computer Science,Databases,Why is Databases important?,Databases is important because ...,True
8a0d3c7d-e9c6-42e4-9bdb-52cd7e49a651,S0318,History,Ancient,Give an example of Ancient.,The key concept of Ancient is ...,True
bb341a26-8c78-4a83-ada1-5cf4176a2cf7,S0318,History,Medieval,Explain Medieval in brief.,An example of Medieval: ...,False
e27a9b44-88f1-4e96-a0fa-4f5541cab70a,S0318,Social Science,Sociology,Explain Sociology in brief.,Sociology is important because ...,True
a0cabc62-770f-4b0b-abae-744df1f6a279,ALL,Math,Algebra,Give an example of Algebra.,Algebra is defined as ...,False
4e9cc533-451e-48ad-aed1-4fd57c3d9756,ALL,Math,Algebra,Define Algebra.,Algebra is important because ...,True
dbc6e5d6-e915-4201-98d1-abbbf10cf0f3,ALL,Math,Algebra,What is the key concept of Algebra?,Algebra is defined as ...,False
e19eef37-a462-4e60-bffd-4243076fefd3,ALL,Math,Geometry,Define Geometry.,An example of Geometry: ...,False
ff582eb0-b43f-4131-9e5c-2ed39ba8a697,ALL,Math,Geometry,Give an example of Geometry.,An example of Geometry: ...,True
daa9d8e2-ac86-49f9-b0d7-cb90579cdd4f,ALL,Math,Geometry,Define Geometry.,Geometry is important because ...,True
91c7f96b-e565-4bb2-8ad2-3dcf0adad832,ALL,Math,Probability,What is the key concept of Probability?,An example of Probability: ...,False
e46ed49f-a079-472c-892a-018d47c79309,ALL,Math,Probability,Give an example of Probability.,An example of Probability: ...,True
bbadd45b-59cf-4933-8bf0-dcc24744cf41,ALL,Math,Probability,Why is Probability important?,Probability is important because ...,False
783e3c23-2e65-4eab-9a1f-91e4c2309486,ALL,Math,Trigonometry,Why is Trigonometry important?,Trigonometry can be explained as ...,True
1976a735-d82b-4bab-b92e-7d94aea6431b,ALL,Math,Trigonometry,Give an example of Trigonometry.,An example of Trigonometry: ...,False
ce32fa06-44cf-4da6-826d-30c9279e6f74,ALL,Math,Trigonometry,What is the key concept of Trigonometry?,An example of Trigonometry: ...,True
3eaadefd-ee61-442f-b145-46d41a771436,ALL,Math,Calculus,Explain Calculus in brief.,The key concept of Calculus is ...,True
6aa1ec88-76e6-48c8-b15a-73733dcc7bc2,ALL,Math,Calculus,Explain Calculus in brief.,Calculus is defined as ...,False
c6a24099-1870-4243-8e95-90c6d67136fb,ALL,Math,Calculus,Define Calculus.,Calculus is important because ...,False
97f6733d-1be2-421b-aa60-a49e6cb81fad,ALL,Science,Physics,What is the key concept of Physics?,Physics can be explained as ...,False
406aac98-1046-428e-b5c8-409b9ee8211f,ALL,Science,Physics,Explain Physics in brief.,The key concept of Physics is ...,False
3ca7001f-c0a9-484a-a368-3f17aa4c78ae,ALL,Science,Physics,Give an example of Physics.,The key concept of Physics is ...,True
243af7f1-e1e1-4d1d-822f-28e2d27af6d9,ALL,Science,Biology,What is the key concept of Biology?,Biology is defined as ...,True
a04a53fc-215e-445c-9576-9ffc54440f1f,ALL,Science,Biology,Explain Biology in brief.,The key concept of Biology is ...,True
1e3be313-0c2c-4bfe-bb6b-f3de5bbce12d,ALL,Science,Biology,Define Biology.,The key concept of Biology is ...,True
03af7419-574c-4383-a811-f75ae2d95c33,ALL,Science,Chemistry,Give an example of Chemistry.,Chemistry is defined as ...,True
4c7f50a0-a820-410d-80f3-167054fd9737,ALL,Science,Chemistry,Why is Chemistry important?,An example of Chemistry: ...,False
7d7ea90f-2297-4562-ab95-c38f0c286880,ALL,Science,Chemistry,Define Chemistry.,The key concept of Chemistry is ...,True
94ff1b37-6de9-466d-9492-8b778c4d7df1,ALL,Science,Ecology,Why is Ecology important?,Ecology is defined as ...,True
